Category,System,Subsystem
"Phages, Prophages, Transposable elements, Plasmids",Plasmid related functions,Rolling-circle replication
"Phages, Prophages, Transposable elements, Plasmids",Transposable elements,CBSS-203122.12.peg.188
"Phages, Prophages, Transposable elements, Plasmids",Transposable elements,"Conjugative transposon, Bacteroidales"
"Phages, Prophages, Transposable elements, Plasmids",Transposable elements,Tn552
Phosphorus Metabolism,Phosphorus Metabolism - no subcategory,Alkylphosphonate utilization
Phosphorus Metabolism,Phosphorus Metabolism - no subcategory,High affinity phosphate transporter and control of PHO regulon
Phosphorus Metabolism,Phosphorus Metabolism - no subcategory,Phosphate-binding DING proteins
Phosphorus Metabolism,Phosphorus Metabolism - no subcategory,Phosphate metabolism
Phosphorus Metabolism,Phosphorus Metabolism - no subcategory,Phosphoenolpyruvate phosphomutase
Phosphorus Metabolism,Phosphorus Metabolism - no subcategory,Phosphonate metabolism
Phosphorus Metabolism,Phosphorus Metabolism - no subcategory,Polyphosphate
Photosynthesis,Photosynthesis - no subcategory,Bacteriorhodopsin
Photosynthesis,Photosynthesis - no subcategory,Proteorhodopsin
Photosynthesis,Electron transport and photophosphorylation,Photosystem I
Photosynthesis,Electron transport and photophosphorylation,Photosystem I-type photosynthetic reaction center
Photosynthesis,Electron transport and photophosphorylation,Photosystem II
Photosynthesis,Electron transport and photophosphorylation,Photosystem II-type photosynthetic reaction center
Photosynthesis,Light-harvesting complexes,Bacterial light-harvesting proteins
Photosynthesis,Light-harvesting complexes,Chlorosome
Photosynthesis,Light-harvesting complexes,Phycobilisome
Potassium metabolism,Potassium metabolism - no subcategory,Glutathione-regulated potassium-efflux system and associated functions
Potassium metabolism,Potassium metabolism - no subcategory,Hyperosmotic potassium uptake
Potassium metabolism,Potassium metabolism - no subcategory,Potassium homeostasis
Potassium metabolism,Potassium metabolism - no subcategory,pH adaptation potassium efflux system
Protein Metabolism,Protein biosynthesis,Glycyl-tRNA synthetase
Protein Metabolism,Protein biosynthesis,Nucleolar protein complex
Protein Metabolism,Protein biosynthesis,Programmed frameshift
Protein Metabolism,Protein biosynthesis,Pyrrolysine
Protein Metabolism,Protein biosynthesis,Ribosomal protein paralogs
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial
Protein Metabolism,Protein biosynthesis,Ribosome LSU chloroplast
Protein Metabolism,Protein biosynthesis,Ribosome LSU eukaryotic and archaeal
Protein Metabolism,Protein biosynthesis,Ribosome LSU mitochondrial
Protein Metabolism,Protein biosynthesis,Ribosome SSU bacterial
Protein Metabolism,Protein biosynthesis,Ribosome SSU chloroplast
Protein Metabolism,Protein biosynthesis,Ribosome SSU eukaryotic and archaeal
Protein Metabolism,Protein biosynthesis,Ribosome SSU mitochondrial
Protein Metabolism,Protein biosynthesis,Ribosome activity modulation
Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial
Protein Metabolism,Protein biosynthesis,Trans-translation by stalled ribosomes
Protein Metabolism,Protein biosynthesis,Translation elongation factor G family
Protein Metabolism,Protein biosynthesis,Translation elongation factors bacterial
Protein Metabolism,Protein biosynthesis,Translation elongation factors eukaryotic and archaeal
Protein Metabolism,Protein biosynthesis,Translation initiation factors bacterial
Protein Metabolism,Protein biosynthesis,Translation initiation factors eukaryotic and archaeal
Protein Metabolism,Protein biosynthesis,Translation termination factors bacterial
Protein Metabolism,Protein biosynthesis,Universal GTPases
Protein Metabolism,Protein biosynthesis,rRNAs
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Ala"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Arg"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Asp and Asn"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Cys"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Glu and Gln"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Gly"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, His"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Ile"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Leu"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Lys"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Met"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Phe"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Pro"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Pyr"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Ser"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Thr"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Trp"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Tyr"
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Val"
Protein Metabolism,Protein biosynthesis,tRNAs
Protein Metabolism,Protein degradation,Aminopeptidases (EC 3.4.11.-)
Protein Metabolism,Protein degradation,Dipeptidases (EC 3.4.13.-)
Protein Metabolism,Protein degradation,Metallocarboxypeptidases (EC 3.4.17.-)
Protein Metabolism,Protein degradation,Metalloendopeptidases (EC 3.4.24.-)
Protein Metabolism,Protein degradation,Metaloproteases
Protein Metabolism,Protein degradation,Omega peptidases (EC 3.4.19.-)
Protein Metabolism,Protein degradation,Proteasome archaeal
Protein Metabolism,Protein degradation,Proteasome bacterial
Protein Metabolism,Protein degradation,Proteasome eukaryotic
Protein Metabolism,Protein degradation,Protein degradation
Protein Metabolism,Protein degradation,Protein degradation cluster
Protein Metabolism,Protein degradation,"Proteolysis in bacteria, ATP-dependent"
Protein Metabolism,Protein degradation,Putative TldE-TldD proteolytic complex
Protein Metabolism,Protein degradation,Serine endopeptidase (EC 3.4.21.-)
Protein Metabolism,Protein folding,Disulfide bond formation
Protein Metabolism,Protein folding,GroEL GroES
Protein Metabolism,Protein folding,Peptidyl-prolyl cis-trans isomerase
Protein Metabolism,Protein folding,Peptidyl-prolyl cis-trans isomerase cluster in Halobacteria
Protein Metabolism,Protein folding,Periplasmic disulfide interchange
Protein Metabolism,Protein folding,Protein chaperones
Protein Metabolism,Protein folding,"Thermosome, archaeal"
Protein Metabolism,Protein processing and modification,G3E family of P-loop GTPases (metallocenter biosynthesis)
Protein Metabolism,Protein processing and modification,Inteins
Protein Metabolism,Protein processing and modification,Lipoprotein Biosynthesis
Protein Metabolism,Protein processing and modification,Methionine sulfoxide reductases
Protein Metabolism,Protein processing and modification,Modification of eukaryotic initiation factor 5A
Protein Metabolism,Protein processing and modification,N-linked Glycosylation in Bacteria
Protein Metabolism,Protein processing and modification,Peptide methionine sulfoxide reductase
Protein Metabolism,Protein processing and modification,Protein-L-isoaspartate O-methyltransferase
Protein Metabolism,Protein processing and modification,Protein Acetylation and Deacetylation in Bacteria
Protein Metabolism,Protein processing and modification,Protein deglycation
Protein Metabolism,Protein processing and modification,Ribosomal protein S12p Asp methylthiotransferase
Protein Metabolism,Protein processing and modification,Ribosomal protein S5p acylation
Protein Metabolism,Protein processing and modification,Rio family of protein kinases
Protein Metabolism,Protein processing and modification,Signal peptidase
Protein Metabolism,Protein processing and modification,Translation elongation factor P lysylation
Protein Metabolism,Protein processing and modification,Ubiquitin-like archaeal modifier proteins (SAMPs)
Protein Metabolism,Selenoproteins,"Glycine reductase, sarcosine reductase and betaine reductase"
Protein Metabolism,Selenoproteins,Selenocysteine metabolism
Protein Metabolism,Selenoproteins,Selenoprotein O
RNA Metabolism,RNA Metabolism - no subcategory,Group II intron-associated genes
RNA Metabolism,RNA processing and modification,16S rRNA modification within P site of ribosome
RNA Metabolism,RNA processing and modification,2-thiouridine
RNA Metabolism,RNA processing and modification,"ATP-dependent RNA helicases, bacterial"
RNA Metabolism,RNA processing and modification,Exosome
RNA Metabolism,RNA processing and modification,Methylaminomethyl-2-thiouridine
RNA Metabolism,RNA processing and modification,Methylthiotransferases
RNA Metabolism,RNA processing and modification,Polyadenylation bacterial
RNA Metabolism,RNA processing and modification,Polyadenylation specificity factor
RNA Metabolism,RNA processing and modification,Possible RNA modification and stress response cluster
RNA Metabolism,RNA processing and modification,Queuosine-Archaeosine Biosynthesis
RNA Metabolism,RNA processing and modification,RNA 3'-terminal phosphate cyclase
RNA Metabolism,RNA processing and modification,RNA methylation
RNA Metabolism,RNA processing and modification,"RNA processing and degradation, bacterial"
RNA Metabolism,RNA processing and modification,RNA processing orphans
RNA Metabolism,RNA processing and modification,RNA pseudouridine syntheses
RNA Metabolism,RNA processing and modification,Ribonuclease BN
RNA Metabolism,RNA processing and modification,Ribonuclease H
RNA Metabolism,RNA processing and modification,Ribonuclease P archaeal and eukaryal
RNA Metabolism,RNA processing and modification,Ribonucleases in Bacillus
RNA Metabolism,RNA processing and modification,Ribosome biogenesis archaeal
RNA Metabolism,RNA processing and modification,Spliceosome
RNA Metabolism,RNA processing and modification,Wyeosine-MimG Biosynthesis
RNA Metabolism,RNA processing and modification,eukaryotic rRNA modification and related functions
RNA Metabolism,RNA processing and modification,mcm5s2U biosynthesis in tRNA
RNA Metabolism,RNA processing and modification,mnm5U34 biosynthesis bacteria
RNA Metabolism,RNA processing and modification,rRNA modification Archaea
RNA Metabolism,RNA processing and modification,rRNA modification Bacteria
RNA Metabolism,RNA processing and modification,tRNA modification Archaea
RNA Metabolism,RNA processing and modification,tRNA modification Bacteria
RNA Metabolism,RNA processing and modification,tRNA modification E. coli
RNA Metabolism,RNA processing and modification,tRNA modification yeast cytoplasmic
RNA Metabolism,RNA processing and modification,tRNA modification yeast mitochondrial
RNA Metabolism,RNA processing and modification,tRNA nucleotidyltransferase
RNA Metabolism,RNA processing and modification,tRNA processing
RNA Metabolism,RNA processing and modification,tRNA splicing
RNA Metabolism,RNA processing and modification,tRNAmodification position 34
RNA Metabolism,Transcription,RNA polymerase I
RNA Metabolism,Transcription,RNA polymerase II
RNA Metabolism,Transcription,RNA polymerase III
RNA Metabolism,Transcription,RNA polymerase III initiation factors
RNA Metabolism,Transcription,RNA polymerase II initiation factors
RNA Metabolism,Transcription,RNA polymerase archaeal
RNA Metabolism,Transcription,RNA polymerase archaeal initiation factors
RNA Metabolism,Transcription,RNA polymerase bacterial
RNA Metabolism,Transcription,RNA polymerase chloroplast
RNA Metabolism,Transcription,Rrf2 family transcriptional regulators
RNA Metabolism,Transcription,"Transcription elongation factors, archaeal"
RNA Metabolism,Transcription,Transcription factors bacterial
RNA Metabolism,Transcription,Transcription factors cyanobacterial RpoD-like sigma factors
RNA Metabolism,Transcription,"Transcription initiation, bacterial sigma factors"
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,BOX elements in Streptococci
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Cell envelope-associated LytR-CpsA-Psr transcriptional attenuators
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,CytR regulation
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,"DNA-binding regulatory proteins, strays"
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Global Two-component Regulator PrrBA in Proteobacteria
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,HPr catabolite repression system
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,LysR-family proteins in Bacillus subtilis
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,LysR-family proteins in Escherichia coli
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,LysR-family proteins in Salmonella enterica Typhimurium
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Orphan regulatory proteins
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Oxygen and light sensor PpaA-PpsR
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Pseudomonas quinolone signal PQS
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Rcs phosphorelay signal transduction pathway
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Sex pheromones in Enterococcus faecalis and other Firmicutes
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Signal transduction module [RsbQ hydrolase - PAS domain]
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Staphylococcal accessory gene regulator system
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,"Stringent Response, (p)ppGpp metabolism"
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,The Chv regulatory system of Alphaproteobacteria
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Trans-envelope signaling system VreARI in Pseudomonas
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Two-component regulatory systems in Campylobacter
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Two-component sensor regulator linked to Carbon Starvation Protein A
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,WhiB and WhiB-type regulatory proteins 
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,Zinc regulated enzymes
Regulation and Cell signaling,Regulation and Cell signaling - no subcategory,cAMP signaling in bacteria
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,A toxin-antitoxin module cotranscribed with DinB
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,Bacterial Caspases
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,Fratricide in Streptococcus
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,MazEF toxin-antitoxing (programmed cell death) system
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,Murein hydrolase regulation and cell death
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,"Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems"
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,Possible new toxin-antitoxin system including DivIC
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,Toxin-Antitoxin MT1
Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,Toxin-antitoxin replicon stabilization systems
Regulation and Cell signaling,Proteolytic pathway,Coagulation cascade
Regulation and Cell signaling,Proteolytic pathway,MT1-MMP Pericellular Network
Regulation and Cell signaling,Proteolytic pathway,Regulatory Intramembrane Proteolysis Pathways
Regulation and Cell signaling,Quorum sensing and biofilm formation,Acyl Homoserine Lactone (AHL) Autoinducer Quorum Sensing 
Regulation and Cell signaling,Quorum sensing and biofilm formation,Autoinducer 2 (AI-2) transport and processing (lsrACDBFGE operon)
Regulation and Cell signaling,Quorum sensing and biofilm formation,Biofilm Adhesin Biosynthesis
Regulation and Cell signaling,Quorum sensing and biofilm formation,Biofilm formation in Staphylococcus
Regulation and Cell signaling,Quorum sensing and biofilm formation,Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas
Regulation and Cell signaling,Quorum sensing and biofilm formation,Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas
Regulation and Cell signaling,Quorum sensing and biofilm formation,Protein YjgK cluster linked to biofilm formation
Regulation and Cell signaling,Quorum sensing and biofilm formation,Quorum-sensing in Vibrio
Regulation and Cell signaling,Quorum sensing and biofilm formation,Quorum Sensing: Autoinducer-2 Synthesis
Regulation and Cell signaling,Quorum sensing and biofilm formation,Quorum sensing in Yersinia
Regulation and Cell signaling,Quorum sensing and biofilm formation,Quorum sensing regulation in Pseudomonas
Regulation and Cell signaling,Quorum sensing and biofilm formation,Symbiotic colonization and sigma-dependent biofilm formation gene cluster
Regulation and Cell signaling,Quorum sensing and biofilm formation,wggrggrddhdt
Regulation and Cell signaling,Regulation of virulence,A conserved operon linked to TyrR and possibly involved in virulence
Regulation and Cell signaling,Regulation of virulence,BarA-UvrY(SirA) two-component regulatory system
Regulation and Cell signaling,Regulation of virulence,PrlS-PrlR Two-Component Regulatory System of Brucella
Regulation and Cell signaling,Regulation of virulence,SpeB-SpeF extended regulon
Regulation and Cell signaling,Regulation of virulence,Streptococcal Mga Regulon
Regulation and Cell signaling,Regulation of virulence,Streptococcus pyogenes virulence regulators
Regulation and Cell signaling,Regulation of virulence,Two-component Response Regulator of Virulence ResDE
Regulation and Cell signaling,Regulation of virulence,VieSAB signal transduction system of Vibrio
Regulation and Cell signaling,Regulation of virulence,VraSR and LiaSR two-component regulatory systems
Regulation and Cell signaling,Signal transduction in Eukaryotes,P38 MAP kinase pathways
Regulons,Atomic Regulons,ar-10-EC
Regulons,Atomic Regulons,ar-104-EC Molybdenum cofactor biosynthesis moaABCDE
Regulons,Atomic Regulons,ar-106-EC
Regulons,Atomic Regulons,ar-164-EC Selenium-dependent molybdenum hydroxylase system
Regulons,Atomic Regulons,ar-17-EC
Regulons,Atomic Regulons,ar-221-EC
Regulons,Atomic Regulons,ar-244-EC
Regulons,Atomic Regulons,ar-431-EC Molybdopterin-guanine dinucleotide biosynthesis
Regulons,Atomic Regulons,ar-50-EC
Respiration,Respiration - no subcategory,Biogenesis of c-type cytochromes
Respiration,Respiration - no subcategory,Biogenesis of cbb3-type cytochrome c oxidases
Respiration,Respiration - no subcategory,Biogenesis of cytochrome c oxidases
Respiration,Respiration - no subcategory,Carbon monoxide dehydrogenase maturation factors
Respiration,Respiration - no subcategory,Carbon monoxide induced hydrogenase
Respiration,Respiration - no subcategory,Cytochrome B6-F complex
Respiration,Respiration - no subcategory,Flavocytochrome C
Respiration,Respiration - no subcategory,Formate hydrogenase
Respiration,Respiration - no subcategory,Methanogenesis strays
Respiration,Respiration - no subcategory,Quinone oxidoreductase family
Respiration,Respiration - no subcategory,Reductive Dechlorination
Respiration,Respiration - no subcategory,Selenate reductase
Respiration,Respiration - no subcategory,Soluble cytochromes and functionally related electron carriers
Respiration,ATP synthases,F0F1-type ATP synthase
Respiration,ATP synthases,Sodium-transporting ATPase
Respiration,ATP synthases,V-Type ATP synthase
Respiration,Biotin,Cyanobacterial Diflavin Flavoproteins
Respiration,Electron accepting reactions,Adenylylsulfate reductase
Respiration,Electron accepting reactions,Anaerobic respiratory reductases
Respiration,Electron accepting reactions,Cytochrome c oxidases d@O copy
Respiration,Electron accepting reactions,Fe(III) respiration - Shewanella type
Respiration,Electron accepting reactions,Fumarate respiration cluster
Respiration,Electron accepting reactions,Terminal AA3-600 quinol oxidase
Respiration,Electron accepting reactions,Terminal cytochrome C oxidases
Respiration,Electron accepting reactions,Terminal cytochrome C oxidases copy
Respiration,Electron accepting reactions,Terminal cytochrome O ubiquinol oxidase
Respiration,Electron accepting reactions,Terminal cytochrome d ubiquinol oxidases
Respiration,Electron accepting reactions,Terminal cytochrome oxidases
Respiration,Electron accepting reactions,Tetrathionate respiration
Respiration,Electron accepting reactions,Ubiquinone Menaquinone-cytochrome c reductase complexes
Respiration,Electron accepting reactions,arsenate respiration
Respiration,Electron accepting reactions,"fumarate respiration, periplasmic"
Respiration,Electron accepting reactions,trimethylamine N-oxide (TMAO) reductase
Respiration,Electron donating reactions,[Fe]-hydrogenases
Respiration,Electron donating reactions,Anaerobic glycerol-3-phosphate dehydrogenase subunits
Respiration,Electron donating reactions,CO Dehydrogenase
Respiration,Electron donating reactions,Carbon monoxide oxidation
Respiration,Electron donating reactions,Coenzyme F420-H2 dehydrogenase (methanophenazine)
Respiration,Electron donating reactions,Coenzyme F420 hydrogenase
Respiration,Electron donating reactions,Energy-conserving hydrogenase (ferredoxin) Ech
Respiration,Electron donating reactions,Formate dehydrogenase
Respiration,Electron donating reactions,H2:CoM-S-S-HTP oxidoreductase
Respiration,Electron donating reactions,Hydrogen-sensing regulatory system
Respiration,Electron donating reactions,Hydrogenases
Respiration,Electron donating reactions,"Membrane-bound Ni, Fe-hydrogenase"
Respiration,Electron donating reactions,Methanophenazine hydrogenase
Respiration,Electron donating reactions,NADH ubiquinone oxidoreductase
Respiration,Electron donating reactions,Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes
Respiration,Electron donating reactions,NiFe hydrogenase maturation
Respiration,Electron donating reactions,Quinohemoprotein alcohol dehydrogenase
Respiration,Electron donating reactions,Respiratory Complex I
Respiration,Electron donating reactions,Respiratory dehydrogenases 1
Respiration,Electron donating reactions,Succinate dehydrogenase
Respiration,Reverse electron transport,Archaeal membrane bound hydrogenases
Respiration,Reverse electron transport,"Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales"
Respiration,Reverse electron transport,"Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales"
Respiration,Reverse electron transport,Mebrane bound hydrogenases
Respiration,Sodium Ion-Coupled Energetics,Na+ translocating decarboxylases and related biotin-dependent enzymes
Secondary Metabolism,Secondary Metabolism - no subcategory,Alkylpyrone synthase
Secondary Metabolism,Secondary Metabolism - no subcategory,Lanthionine Synthetases
Secondary Metabolism,Secondary Metabolism - no subcategory,Thiazole- oxazole-modified microcin (TOMM) synthesis
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic Acid Degradation
Secondary Metabolism,Aromatic amino acids and derivatives,Pyrrolnitrin biosynthesis
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone and other bacterial morphogens
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Clavulanic acid biosynthesis
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Nonribosomal peptide synthetases (NRPS) in Frankia sp. Ccl3
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Paerucumarin Biosynthesis
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Phenazine biosynthesis
Secondary Metabolism,Biologically active compounds in metazoan cell defence and differentiation,Quinolinic acid and its derivatives
Secondary Metabolism,Biologically active compounds in metazoan cell defence and differentiation,Steroid sulfates
Secondary Metabolism,Biosynthesis of phenylpropanoids,Apigenin derivatives
Secondary Metabolism,Biosynthesis of phenylpropanoids,Biflavanoid biosynthesis
Secondary Metabolism,Biosynthesis of phenylpropanoids,Caffeic acid derivatives
Secondary Metabolism,Biosynthesis of phenylpropanoids,Flavanone biosynthesis
Secondary Metabolism,Biosynthesis of phenylpropanoids,Lignine biosynthesis
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phenylpropanoids general biosynthesis
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phenylpropionate Degradation
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phytoalexin biosynthesis
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phytosterol biosynthesis
Secondary Metabolism,Biosynthesis of phenylpropanoids,Salicylic acid biosynthesis1
Secondary Metabolism,Biosynthesis of phenylpropanoids,Suberine biosynthesis
Secondary Metabolism,Biosynthesis of phenylpropanoids,Tannin biosynthesis
Secondary Metabolism,Hydrocarbons,Alkane biosynthesis in bacteria
Secondary Metabolism,Hydrocarbons,Alkane synthesis in bacteria 2
Secondary Metabolism,Lipid-derived mediators,Cannabinoid biosynthesis
Secondary Metabolism,Plant Alkaloids,Alkaloid biosynthesis from L-lysine
Secondary Metabolism,Plant Hormones,Auxin biosynthesis
Secondary Metabolism,Plant Hormones,Auxin degradation
Secondary Metabolism,Plant Octadecanoids,Octadecanoids
Secondary Metabolism,UV-absorbing secondary metabolites,Mycosporine synthesis cluster
Stress Response,Stress Response - no subcategory,Bacterial hemoglobins
Stress Response,Stress Response - no subcategory,Carbon Starvation
Stress Response,Stress Response - no subcategory,Commensurate regulon activation
Stress Response,Stress Response - no subcategory,Dimethylarginine metabolism
Stress Response,Stress Response - no subcategory,Flavohaemoglobin
Stress Response,Stress Response - no subcategory,Hfl operon
Stress Response,Stress Response - no subcategory,Phage shock protein (psp) operon
Stress Response,Stress Response - no subcategory,SigmaB stress responce regulation
Stress Response,Stress Response - no subcategory,Sugar-phosphate stress regulation
Stress Response,Stress Response - no subcategory,Universal stress protein family
Stress Response,Acid stress,Acid resistance mechanisms
Stress Response,Acid stress,Glutamate transporter involved in acid tolerance in Streptococcus
Stress Response,Cold shock,"Cold shock, CspA family of proteins"
Stress Response,Dessication stress,O-antigen capsule important for environmental persistence
Stress Response,Detoxification,D-tyrosyl-tRNA(Tyr) deacylase
Stress Response,Detoxification,Glutathione-dependent pathway of formaldehyde detoxification
Stress Response,Detoxification,Tellurite resistance: Chromosomal determinants
Stress Response,Detoxification,Uptake of selenate and selenite
Stress Response,Heat shock,Heat shock dnaK gene cluster extended
Stress Response,Heat shock,Involvement of a novel heat shock protein (Hsp22.5) in mycobacterial persistence
Stress Response,Osmotic stress,Betaine biosynthesis from glycine
Stress Response,Osmotic stress,Choline and Betaine Uptake and Betaine Biosynthesis
Stress Response,Osmotic stress,Ectoine biosynthesis and regulation
Stress Response,Osmotic stress,Osmoprotectant ABC transporter YehZYXW of Enterobacteriales
Stress Response,Osmotic stress,Osmoregulation
Stress Response,Osmotic stress,Osmotic stress cluster
Stress Response,Osmotic stress,Synthesis of osmoregulated periplasmic glucans
Stress Response,Oxidative stress,Cluster containing Glutathione synthetase
Stress Response,Oxidative stress,CoA disulfide thiol-disulfide redox system
Stress Response,Oxidative stress,Glutaredoxins
Stress Response,Oxidative stress,Glutathione: Biosynthesis and gamma-glutamyl cycle
Stress Response,Oxidative stress,Glutathione: Non-redox reactions
Stress Response,Oxidative stress,Glutathione: Redox cycle
Stress Response,Oxidative stress,Glutathione analogs: mycothiol
Stress Response,Oxidative stress,Glutathionylspermidine and Trypanothione
Stress Response,Oxidative stress,NADPH:quinone oxidoreductase 2
Stress Response,Oxidative stress,Oxidative stress
Stress Response,Oxidative stress,Protection from Reactive Oxygen Species
Stress Response,Oxidative stress,Redox-dependent regulation of nucleus processes
Stress Response,Oxidative stress,Regulation of Oxidative Stress Response
Stress Response,Oxidative stress,Rubrerythrin
Stress Response,Periplasmic Stress,Periplasmic Acid Stress Response in Enterobacteria
Stress Response,Periplasmic Stress,Periplasmic Stress Response
Sulfur Metabolism,Sulfur Metabolism - no subcategory,Galactosylceramide and Sulfatide metabolism
Sulfur Metabolism,Sulfur Metabolism - no subcategory,Release of Dimethyl Sulfide (DMS) from Dimethylsulfoniopropionate (DMSP)
Sulfur Metabolism,Sulfur Metabolism - no subcategory,Sulfate reduction-associated complexes
Sulfur Metabolism,Sulfur Metabolism - no subcategory,Sulfur oxidation
Sulfur Metabolism,Sulfur Metabolism - no subcategory,Thioredoxin-disulfide reductase
Sulfur Metabolism,DsrE,Sulfurtransferase DsrE
Sulfur Metabolism,Inorganic sulfur assimilation,F420-dependent sulfite reductase
Sulfur Metabolism,Inorganic sulfur assimilation,Inorganic Sulfur Assimilation
Sulfur Metabolism,Inorganic sulfur assimilation,Sulfite reduction-associated complex DsrMKJOP and co-clustering genes
Sulfur Metabolism,Organic sulfur assimilation,Alkanesulfonate assimilation
Sulfur Metabolism,Organic sulfur assimilation,Alkanesulfonates Utilization
Sulfur Metabolism,Organic sulfur assimilation,DMSP breakdown
Sulfur Metabolism,Organic sulfur assimilation,L-Cystine Uptake and Metabolism
Sulfur Metabolism,Organic sulfur assimilation,Sulfate assimilation related cluster
Sulfur Metabolism,Organic sulfur assimilation,Taurine Utilization
Sulfur Metabolism,Organic sulfur assimilation,Utilization of glutathione as a sulphur source
"Virulence, Disease and Defense","Virulence, Disease and Defense - no subcategory",Bacterial cyanide production and tolerance mechanisms
"Virulence, Disease and Defense","Virulence, Disease and Defense - no subcategory",C jejuni colonization of chick caeca
"Virulence, Disease and Defense","Virulence, Disease and Defense - no subcategory",Streptococcus agalactiae virulome
"Virulence, Disease and Defense","Virulence, Disease and Defense - no subcategory",Streptococcus pyogenes Virulome
"Virulence, Disease and Defense","Virulence, Disease and Defense - no subcategory","Viruelence,Disease,Defense"
"Virulence, Disease and Defense",Adhesion,Accessory colonization factor
"Virulence, Disease and Defense",Adhesion,Adhesins in Staphylococcus
"Virulence, Disease and Defense",Adhesion,Adhesion of Campylobacter
"Virulence, Disease and Defense",Adhesion,Decorin binding proteins of Borrelia
